IDZonaManzana,IDZona,IDManzana,IDComuna
201100-K,53,2236,4101
201101-8,53,2236,4101
201102-6,53,2236,4101
201103-4,53,2236,4101
201104-2,53,2236,4101
201105-0,53,2236,4101
201106-9,53,2236,4101
201107-7,53,2236,4101
201108-5,53,2236,4101
201109-3,53,2236,4101
201110-7,53,2236,4101
201111-5,53,2236,4101
201112-3,53,2236,4101
201113-1,53,2240,4101
201114-K,53,2240,4101
201115-8,53,2240,4101
201116-6,53,2240,4101
201117-4,53,2240,4101
201118-2,53,2240,4101
201119-0,53,2240,4101
201120-4,53,2240,4101
201121-2,53,2240,4101
201122-0,53,2240,4101
201123-9,53,2240,4101
201124-7,53,2240,4101
201125-5,53,2240,4101
201126-3,53,2240,4101
201127-1,53,2240,4101
201128-K,53,2240,4101
201129-8,53,2240,4101
201130-1,53,2240,4101
201131-K,53,2240,4101
201132-8,53,2240,4101
201133-6,53,2240,4101
201134-4,53,2240,4101
201135-2,53,2240,4101
201136-0,53,2240,4101
201137-9,53,2240,4101
201138-7,53,2240,4101
201139-5,53,2240,4101
201140-9,53,2240,4101
201141-7,53,2240,4101
201142-5,53,2240,4101
201143-3,53,2240,4101
201144-1,53,2240,4101
201145-K,53,2240,4101
201146-8,53,2240,4101
201147-6,53,2240,4101
201148-4,53,2240,4101
201149-2,53,2243,4101
201150-6,53,2243,4101
201151-4,53,2243,4101
201152-2,53,2243,4101
201153-0,53,2243,4101
201154-9,53,2243,4101
201155-7,53,2243,4101
201156-5,53,2243,4101
201157-3,53,2243,4101
201158-1,53,2243,4101
201159-K,53,2243,4101
201160-3,53,2243,4101
201161-1,53,2243,4101
201162-K,53,2243,4101
201163-8,53,2243,4101
201164-6,53,2243,4101
201165-4,53,2243,4101
201166-2,53,2243,4101
201167-0,53,2243,4101
201168-9,53,2243,4101
201169-7,53,2243,4101
201170-0,53,2243,4101
201171-9,53,2243,4101
201172-7,53,2243,4101
201173-5,53,2243,4101
201174-3,53,2243,4101
201175-1,53,2243,4101
201176-K,53,2243,4101
201177-8,53,2243,4101
201178-6,53,2243,4101
201179-4,53,2252,4101
201180-8,53,2252,4101
201181-6,53,2252,4101
201182-4,53,2252,4101
201183-2,53,2252,4101
201184-0,53,2252,4101
201185-9,53,2252,4101
201186-7,53,2252,4101
201187-5,53,2252,4101
201188-3,53,2252,4101
201189-1,53,2252,4101
201190-5,53,2252,4101
201191-3,53,2252,4101
201192-1,53,2252,4101
201193-K,53,2252,4101
201194-8,53,2252,4101
201195-6,53,2252,4101
201196-4,53,2252,4101
201197-2,53,2252,4101
201198-0,53,2252,4101
201199-9,53,2252,4101
201200-6,53,2252,4101
201201-4,53,2252,4101
201202-2,53,2252,4101
201203-0,53,2252,4101
201204-9,53,2252,4101
201205-7,53,2252,4101
201206-5,53,2252,4101
201207-3,53,2252,4101
201208-1,53,2252,4101
201209-K,53,2252,4101
201210-3,53,2252,4101
201211-1,53,2252,4101
201212-K,53,2252,4101
201213-8,53,2252,4101
201214-6,53,2252,4101
201215-4,53,2252,4101
201216-2,53,2252,4101
201217-0,53,2252,4101
201218-9,53,2252,4101
201219-7,53,2252,4101
201220-0,53,2252,4101
201221-9,53,2252,4101
201222-7,53,2252,4101
201223-5,53,2252,4101
201224-3,53,2252,4101
201225-1,53,2252,4101
201226-K,53,2252,4101
201227-8,53,2252,4101
201228-6,53,2252,4101
201229-4,53,2252,4101
201230-8,53,2252,4101
201231-6,53,2252,4101
201232-4,53,2252,4101
201233-2,53,2252,4101
201234-0,53,2252,4101
201235-9,53,2252,4101
201236-7,53,2252,4101
201237-5,53,2252,4101
201238-3,54,547,4101
201239-1,54,547,4101
201240-5,54,547,4101
201241-3,54,547,4101
201242-1,54,547,4101
201243-K,54,547,4101
201244-8,54,547,4101
201245-6,54,547,4101
201246-4,54,547,4101
201247-2,54,547,4101
201248-0,54,547,4101
201249-9,54,547,4101
201250-2,54,547,4101
201251-0,54,547,4101
201252-9,54,547,4101
201253-7,54,547,4101
201254-5,54,547,4101
201255-3,54,547,4101
201256-1,54,547,4101
201257-K,54,547,4101
201258-8,54,547,4101
201259-6,54,547,4101
201260-K,54,547,4101
201261-8,54,547,4101
201262-6,54,547,4101
201263-4,54,547,4101
201264-2,54,547,4101
201265-0,54,547,4101
201266-9,54,547,4101
201267-7,54,547,4101
201268-5,54,547,4101
201269-3,54,547,4101
201270-7,54,547,4101
201271-5,54,562,4101
201272-3,54,562,4101
201273-1,54,562,4101
201274-K,54,562,4101
201275-8,54,562,4101
201276-6,54,562,4101
201277-4,54,562,4101
201278-2,54,562,4101
201279-0,54,562,4101
201280-4,54,562,4101
201281-2,54,562,4101
201282-0,54,562,4101
201283-9,54,562,4101
201284-7,54,1197,4101
201285-5,54,1197,4101
201286-3,54,1197,4101
201287-1,54,1197,4101
201288-K,54,1197,4101
201289-8,54,1197,4101
201290-1,54,1197,4101
201291-K,54,1197,4101
201292-8,54,1197,4101
201293-6,54,1197,4101
201294-4,54,1197,4101
201295-2,54,1197,4101
201296-0,54,1197,4101
201297-9,54,1197,4101
201298-7,54,1197,4101
201299-5,54,1197,4101
201300-2,54,1197,4101
201301-0,54,1197,4101
201302-9,54,1197,4101
201303-7,54,1197,4101
201304-5,54,1197,4101
201305-3,54,1197,4101
201306-1,54,1197,4101
201307-K,54,1235,4101
201308-8,54,1235,4101
201309-6,54,1235,4101
201310-K,54,1235,4101
201311-8,54,1235,4101
201312-6,54,1235,4101
201313-4,54,1235,4101
201314-2,54,1235,4101
201315-0,54,1235,4101
201316-9,54,1235,4101
201317-7,54,1235,4101
201318-5,54,1235,4101
201319-3,54,1235,4101
201320-7,54,1235,4101
201321-5,54,1235,4101
201322-3,54,1235,4101
201323-1,54,1235,4101
201324-K,54,1235,4101
201325-8,54,1235,4101
201326-6,54,1235,4101
201327-4,54,1235,4101
201328-2,54,1235,4101
201329-0,54,1235,4101
201330-4,54,1235,4101
201331-2,54,1235,4101
201332-0,54,1235,4101
201333-9,54,1235,4101
201334-7,54,1235,4101
201335-5,54,1235,4101
201336-3,54,1235,4101
201337-1,54,1235,4101
201338-K,54,1235,4101
201339-8,54,1235,4101
201340-1,54,1235,4101
201341-K,54,1256,4101
201342-8,54,1256,4101
201343-6,54,1256,4101
201344-4,54,1256,4101
201345-2,54,1256,4101
201346-0,54,1256,4101
201347-9,54,1256,4101
201348-7,54,1256,4101
201349-5,54,1256,4101
201350-9,54,1256,4101
201351-7,54,1256,4101
201352-5,54,1256,4101
201353-3,54,1256,4101
201354-1,54,1256,4101
201355-K,54,1256,4101
201356-8,54,1256,4101
201357-6,54,1256,4101
201358-4,54,1256,4101
201359-2,54,1256,4101
201360-6,54,1256,4101
201361-4,54,1256,4101
201362-2,54,1256,4101
201363-0,54,1256,4101
201364-9,54,1256,4101
201365-7,54,1256,4101
201366-5,54,1256,4101
201367-3,54,1256,4101
201368-1,54,1256,4101
201369-K,54,1256,4101
201370-3,54,1256,4101
201371-1,54,1256,4101
201372-K,54,1256,4101
201373-8,54,1256,4101
201374-6,54,1256,4101
201375-4,54,1256,4101
201376-2,54,1256,4101
201377-0,54,1256,4101
201378-9,54,1256,4101
201379-7,54,1256,4101
201380-0,54,1256,4101
201381-9,54,1256,4101
201382-7,54,1256,4101
201383-5,54,1272,4101
201384-3,54,1272,4101
201385-1,54,1272,4101
201386-K,54,1272,4101
201387-8,54,1272,4101
201388-6,54,1272,4101
201389-4,54,1272,4101
201390-8,54,1272,4101
201391-6,54,1272,4101
201392-4,54,1272,4101
201393-2,54,1272,4101
201394-0,54,1272,4101
201395-9,54,1272,4101
201396-7,54,1272,4101
201397-5,54,1272,4101
201398-3,54,1272,4101
201399-1,54,1272,4101
201400-9,54,1272,4101
201401-7,54,1272,4101
201402-5,54,1272,4101
201403-3,54,1272,4101
201404-1,54,1272,4101
201405-K,54,1272,4101
201406-8,54,1272,4101
201407-6,54,1272,4101
201408-4,54,1272,4101
201409-2,54,1272,4101
201410-6,54,1272,4101
201411-4,54,1272,4101
201412-2,54,1272,4101
201413-0,54,1272,4101
201414-9,54,1272,4101
201415-7,54,1272,4101
201416-5,54,1272,4101
201417-3,54,1272,4101
201418-1,54,1272,4101
201419-K,54,1725,4101
201420-3,54,1725,4101
201421-1,54,1725,4101
201422-K,54,1725,4101
201423-8,54,1725,4101
201424-6,54,1725,4101
201425-4,54,1725,4101
201426-2,54,1725,4101
201427-0,54,1725,4101
201428-9,54,1725,4101
201429-7,54,1725,4101
201430-0,54,1725,4101
201431-9,54,1725,4101
201432-7,54,1725,4101
201433-5,54,1725,4101
201434-3,54,1725,4101
201435-1,54,1725,4101
201436-K,54,1725,4101
201437-8,54,2633,4101
201438-6,54,2633,4101
201439-4,54,2633,4101
201440-8,54,2633,4101
201441-6,54,2633,4101
201442-4,54,2633,4101
201443-2,54,2633,4101
201444-0,54,2633,4101
201445-9,54,2633,4101
201446-7,54,2633,4101
201447-5,54,2633,4101
201448-3,54,2633,4101
201449-1,54,2633,4101
201450-5,54,2633,4101
201451-3,54,2633,4101
201452-1,54,2633,4101
201453-K,54,2633,4101
201454-8,54,2633,4101
201455-6,54,2633,4101
201456-4,54,2633,4101
201457-2,54,2633,4101
201458-0,54,2633,4101
201459-9,54,2633,4101
201460-2,54,2633,4101
201461-0,54,2633,4101
201462-9,54,2633,4101
201463-7,54,2633,4101
201464-5,54,2633,4101
201465-3,54,2633,4101
201466-1,54,2633,4101
201467-K,54,2633,4101
201468-8,54,2633,4101
201469-6,54,2633,4101
201470-K,54,2633,4101
201471-8,54,2633,4101
201472-6,54,2633,4101
201473-4,54,2633,4101
201474-2,54,2633,4101
201475-0,54,2633,4101
201476-9,54,2633,4101
201477-7,54,2633,4101
201478-5,54,2633,4101
201479-3,54,2633,4101
201480-7,54,2633,4101
201481-5,54,2639,4101
201482-3,54,2639,4101
201483-1,54,2639,4101
201484-K,54,2639,4101
201485-8,54,2639,4101
201486-6,54,2639,4101
201487-4,54,2639,4101
201488-2,54,2639,4101
201489-0,54,2639,4101
201490-4,54,2639,4101
201491-2,54,2639,4101
201492-0,54,2639,4101
201493-9,55,2644,4101
201494-7,55,2644,4101
201495-5,55,2644,4101
201496-3,55,2644,4101
201497-1,55,2644,4101
201498-K,55,2644,4101
201499-8,55,2644,4101
201500-5,55,2644,4101
201501-3,55,2644,4101
201502-1,55,2644,4101
201503-K,55,2644,4101
201504-8,55,2644,4101
201505-6,55,2644,4101
201506-4,55,2644,4101
201507-2,55,2644,4101
201508-0,55,2644,4101
201509-9,55,2644,4101
201510-2,55,2644,4101
201511-0,55,2644,4101
201512-9,55,2644,4101
201513-7,55,2644,4101
201514-5,55,2644,4101
201515-3,55,2644,4101
201516-1,55,2644,4101
201517-K,55,2644,4101
201518-8,55,2644,4101
201519-6,55,2644,4101
201520-K,55,2644,4101
201521-8,55,2644,4101
201522-6,55,2644,4101
201523-4,55,2644,4101
201524-2,55,2644,4101
201525-0,55,2644,4101
201526-9,55,2644,4101
201527-7,55,2644,4101
201528-5,55,2644,4101
201529-3,56,569,4101
201530-7,56,569,4101
201531-5,56,569,4101
201532-3,56,569,4101
201533-1,56,569,4101
201534-K,56,569,4101
201535-8,56,569,4101
201536-6,56,569,4101
201537-4,56,569,4101
201538-2,56,569,4101
201539-0,56,569,4101
201540-4,56,569,4101
201541-2,56,569,4101
201542-0,56,569,4101
201543-9,56,569,4101
201544-7,56,569,4101
201545-5,56,569,4101
201546-3,56,569,4101
201547-1,56,569,4101
201548-K,56,569,4101
201549-8,56,569,4101
201550-1,56,569,4101
201551-K,56,569,4101
201552-8,56,569,4101
201553-6,56,569,4101
201554-4,56,569,4101
201555-2,56,569,4101
201556-0,56,569,4101
201557-9,56,1268,4101
201558-7,56,1268,4101
201559-5,56,1268,4101
201560-9,56,1268,4101
201561-7,56,1268,4101
201562-5,56,1268,4101
201563-3,56,1268,4101
201564-1,56,1268,4101
201565-K,56,1268,4101
201566-8,56,1268,4101
201567-6,56,1268,4101
201568-4,56,1268,4101
201569-2,56,1268,4101
201570-6,56,1268,4101
201571-4,56,1268,4101
201572-2,56,1268,4101
201573-0,56,1268,4101
201574-9,56,1268,4101
201575-7,56,1268,4101
201576-5,56,1268,4101
201577-3,56,1268,4101
201578-1,56,1268,4101
201579-K,56,1268,4101
201580-3,56,1268,4101
201581-1,56,1268,4101
201582-K,56,1268,4101
201583-8,56,1268,4101
201584-6,56,1268,4101
201585-4,56,1268,4101
201586-2,56,1268,4101
201587-0,56,1268,4101
201588-9,56,1268,4101
201589-7,56,1268,4101
201590-0,56,1268,4101
201591-9,56,1268,4101
201592-7,56,1268,4101
201593-5,56,1268,4101
201594-3,56,1268,4101
201595-1,56,1268,4101
201596-K,56,1268,4101
201597-8,56,1268,4101
201598-6,56,1268,4101
201599-4,56,1268,4101
201600-1,56,1268,4101
201601-K,56,1268,4101
201602-8,56,1268,4101
201603-6,56,1268,4101
201604-4,56,1268,4101
201605-2,56,1268,4101
201606-0,56,1268,4101
201607-9,56,1268,4101
201608-7,56,1268,4101
201609-5,56,1268,4101
201610-9,56,1268,4101
201611-7,56,1268,4101
201612-5,56,1268,4101
201613-3,56,1268,4101
201614-1,56,1268,4101
201615-K,56,1268,4101
201616-8,56,1268,4101
201617-6,56,1268,4101
201618-4,56,1268,4101
201619-2,56,1268,4101
201620-6,56,1274,4101
201621-4,56,1274,4101
201622-2,56,1274,4101
201623-0,56,1274,4101
201624-9,56,1274,4101
201625-7,56,1274,4101
201626-5,56,1274,4101
201627-3,56,1274,4101
201628-1,56,1274,4101
201629-K,56,1274,4101
201630-3,56,1274,4101
201631-1,56,1274,4101
201632-K,56,1274,4101
201633-8,56,1274,4101
201634-6,56,1274,4101
201635-4,56,1274,4101
201636-2,56,1274,4101
201637-0,56,1274,4101
201638-9,56,1274,4101
201639-7,56,1274,4101
201640-0,56,1274,4101
201641-9,56,1292,4101
201642-7,56,1292,4101
201643-5,56,1292,4101
201644-3,56,1292,4101
201645-1,56,1292,4101
201646-K,56,1292,4101
201647-8,56,1292,4101
201648-6,56,1292,4101
201649-4,56,1292,4101
201650-8,56,1292,4101
201651-6,56,1292,4101
201652-4,56,1292,4101
201653-2,56,1292,4101
201654-0,56,1292,4101
201655-9,56,1292,4101
201656-7,56,1292,4101
201657-5,58,1372,4101
201658-3,58,1372,4101
201659-1,58,1372,4101
201660-5,58,1372,4101
201661-3,58,1372,4101
201662-1,58,1372,4101
201663-K,58,1372,4101
201664-8,58,1372,4101
201665-6,58,1372,4101
201666-4,58,1372,4101
201667-2,58,1372,4101
201668-0,58,1372,4101
201669-9,58,1372,4101
201670-2,58,1372,4101
201671-0,58,1372,4101
201672-9,58,1372,4101
201673-7,58,1372,4101
201674-5,58,1372,4101
201675-3,58,1372,4101
201676-1,58,1372,4101
201677-K,58,1372,4101
201678-8,58,1372,4101
201679-6,58,1372,4101
201680-K,58,1372,4101
201681-8,58,1372,4101
201682-6,58,1372,4101
201683-4,58,1372,4101
201684-2,58,1372,4101
201685-0,58,1372,4101
201686-9,58,1372,4101
201687-7,58,1372,4101
201688-5,58,1372,4101
201689-3,58,1372,4101
201690-7,58,1372,4101
201691-5,58,1372,4101
201692-3,58,1372,4101
201693-1,58,1372,4101
201694-K,58,1372,4101
201695-8,58,1372,4101
201696-6,58,1372,4101
201697-4,58,1372,4101
201698-2,58,1372,4101
201699-0,58,1372,4101
201700-8,58,1372,4101
201701-6,58,1372,4101
201702-4,58,1372,4101
201703-2,58,1372,4101
201704-0,58,1372,4101
201705-9,58,1372,4101
201706-7,58,1372,4101
201707-5,58,1372,4101
201708-3,58,1372,4101
201709-1,58,1372,4101
201710-5,58,1372,4101
201711-3,58,1372,4101
201712-1,58,1372,4101
201713-K,58,1372,4101
201714-8,58,1372,4101
201715-6,58,1372,4101
201716-4,58,1372,4101
201717-2,58,1372,4101
201718-0,58,1372,4101
201719-9,58,1372,4101
201720-2,58,1372,4101
201721-0,58,1372,4101
201722-9,58,1372,4101
201723-7,58,1372,4101
201724-5,58,1372,4101
201725-3,58,1372,4101
201726-1,58,1372,4101
201727-K,58,1372,4101
201728-8,58,1372,4101
201729-6,58,1372,4101
201730-K,58,1372,4101
201731-8,58,1372,4101
201732-6,58,1372,4101
201733-4,58,1372,4101
201734-2,58,1372,4101
201735-0,58,1372,4101
201736-9,58,1372,4101
201737-7,58,1372,4101
201738-5,58,1372,4101
201739-3,58,1372,4101
201740-7,58,1372,4101
201741-5,58,1372,4101
201742-3,58,1372,4101
201743-1,58,1372,4101
201744-K,58,1372,4101
201745-8,58,1372,4101
201746-6,58,1372,4101
201747-4,58,1372,4101
201748-2,58,1372,4101
201749-0,58,1372,4101
201750-4,58,1372,4101
201751-2,58,1372,4101
201752-0,58,1372,4101
201753-9,58,1372,4101
201754-7,58,1372,4101
201755-5,58,1372,4101
201756-3,58,1372,4101
201757-1,58,1372,4101
201758-K,58,1372,4101
201759-8,58,1372,4101
201760-1,58,1372,4101
201761-K,58,1372,4101
201762-8,58,1372,4101
201763-6,58,1372,4101
201764-4,58,1372,4101
201765-2,58,1372,4101
201766-0,58,1372,4101
201767-9,58,1372,4101
201768-7,58,1372,4101
201769-5,58,1372,4101
201770-9,58,1372,4101
201771-7,58,1372,4101
201772-5,58,1372,4101
201773-3,58,1372,4101
201774-1,58,1372,4101
201775-K,58,1372,4101
201776-8,58,1372,4101
201777-6,58,1372,4101
201778-4,58,1372,4101
201779-2,58,1372,4101
201780-6,58,1372,4101
201781-4,58,1372,4101
201782-2,58,1372,4101
201783-0,58,1372,4101
201784-9,58,1372,4101
201785-7,58,1372,4101
201786-5,58,1372,4101
201787-3,58,1372,4101
201788-1,58,1372,4101
201789-K,58,1372,4101
201790-3,58,1372,4101
201791-1,58,1372,4101
201792-K,58,1372,4101
201793-8,58,1372,4101
201794-6,58,1372,4101
201795-4,58,1372,4101
201796-2,58,1372,4101
201797-0,58,1372,4101
201798-9,58,1372,4101
201799-7,58,1372,4101
201800-4,58,1372,4101
201801-2,58,1372,4101
201802-0,58,1372,4101
201803-9,58,1372,4101
201804-7,58,1372,4101
201805-5,58,1372,4101
201806-3,58,1372,4101
201807-1,58,1372,4101
201808-K,58,1372,4101
201809-8,58,1372,4101
201810-1,58,1372,4101
201811-K,58,1372,4101
201812-8,58,1372,4101
201813-6,58,1372,4101
201814-4,58,1372,4101
201815-2,58,1372,4101
201816-0,58,1372,4101
201817-9,58,1372,4101
201818-7,58,1372,4101
201819-5,58,1372,4101
201820-9,58,1372,4101
201821-7,58,1372,4101
201822-5,58,1372,4101
201823-3,58,1372,4101
201824-1,58,1372,4101
201825-K,58,1372,4101
201826-8,58,1372,4101
201827-6,58,1372,4101
201828-4,58,1372,4101
201829-2,58,1372,4101
201830-6,58,1372,4101
201831-4,58,1372,4101
201832-2,58,1372,4101
201833-0,58,1372,4101
201834-9,58,1372,4101
201835-7,58,1372,4101
201836-5,58,1372,4101
201837-3,58,1372,4101
201838-1,58,1372,4101
201839-K,58,1372,4101
201840-3,58,1372,4101
201841-1,58,1372,4101
201842-K,58,1372,4101
201843-8,58,1372,4101
201844-6,58,1372,4101
201845-4,58,1372,4101
201846-2,58,1372,4101
201847-0,58,1372,4101
201848-9,58,1372,4101
201849-7,58,1372,4101
201850-0,58,1372,4101
201851-9,58,1372,4101
201852-7,58,1372,4101
201853-5,58,1372,4101
201854-3,58,1372,4101
201855-1,58,1372,4101
201856-K,58,1372,4101
201857-8,58,1372,4101
201858-6,58,1372,4101
201859-4,58,1372,4101
201860-8,58,1372,4101
201861-6,58,1372,4101
201862-4,58,1372,4101
201863-2,58,1372,4101
201864-0,58,1372,4101
201865-9,58,1372,4101
201866-7,58,1372,4101
201867-5,58,1372,4101
201868-3,58,1372,4101
201869-1,58,1372,4101
201870-5,58,1372,4101
201871-3,58,1372,4101
201872-1,58,1372,4101
201873-K,58,1372,4101
201874-8,58,1372,4101
201875-6,58,1372,4101
201876-4,58,1372,4101
201877-2,58,1372,4101
201878-0,58,1372,4101
201879-9,58,1372,4101
201880-2,58,1372,4101
201881-0,58,1372,4101
201882-9,58,1372,4101
201883-7,58,1372,4101
201884-5,58,1372,4101
201885-3,58,1372,4101
201886-1,58,1372,4101
201887-K,58,1372,4101
201888-8,58,1372,4101
201889-6,58,1372,4101
201890-K,58,1372,4101
201891-8,58,1372,4101
201892-6,58,1372,4101
201893-4,58,1372,4101
201894-2,58,1372,4101
201895-0,58,1372,4101
201896-9,58,1372,4101
201897-7,58,1372,4101
201898-5,58,1372,4101
201899-3,58,1372,4101
201900-0,58,1372,4101
201901-9,58,1372,4101
201902-7,58,1372,4101
201903-5,58,1372,4101
201904-3,58,1372,4101
201905-1,58,1372,4101
201906-K,58,1372,4101
201907-8,58,1372,4101
201908-6,58,1372,4101
201909-4,58,1372,4101
201910-8,58,1372,4101
201911-6,58,1372,4101
201912-4,58,1372,4101
201913-2,58,1372,4101
201914-0,58,1372,4101
201915-9,58,1372,4101
201916-7,58,1372,4101
201917-5,58,1372,4101
201918-3,58,1372,4101
201919-1,58,1372,4101
201920-5,58,1372,4101
201921-3,58,1372,4101
201922-1,58,1372,4101
201923-K,58,1372,4101
201924-8,58,1372,4101
201925-6,58,1372,4101
201926-4,58,1372,4101
201927-2,58,1403,4101
201928-0,58,1403,4101
201929-9,58,1403,4101
201930-2,58,1403,4101
201931-0,58,1403,4101
201932-9,58,1403,4101
201933-7,58,1403,4101
201934-5,58,1403,4101
201935-3,58,1403,4101
201936-1,58,1403,4101
201937-K,58,1403,4101
201938-8,58,1403,4101
201939-6,58,1403,4101
201940-K,58,1403,4101
201941-8,58,1403,4101
201942-6,58,1403,4101
201943-4,58,1403,4101
201944-2,58,1403,4101
201945-0,58,1403,4101
201946-9,58,1403,4101
201947-7,58,1403,4101
201948-5,58,1403,4101
201949-3,58,1403,4101
201950-7,58,1403,4101
201951-5,58,1403,4101
201952-3,58,1403,4101
201953-1,58,1403,4101
201954-K,58,1403,4101
201955-8,58,1403,4101
201956-6,58,1403,4101
201957-4,58,1403,4101
201958-2,58,1403,4101
201959-0,58,1403,4101
201960-4,58,1403,4101
201961-2,58,1403,4101
201962-0,58,1403,4101
201963-9,58,1403,4101
201964-7,58,1403,4101
201965-5,58,1403,4101
201966-3,58,1403,4101
201967-1,58,1403,4101
201968-K,58,1403,4101
201969-8,58,1403,4101
201970-1,58,1403,4101
201971-K,58,1403,4101
201972-8,58,1403,4101
201973-6,58,1403,4101
201974-4,58,1403,4101
201975-2,58,1403,4101
201976-0,58,1403,4101
201977-9,58,1403,4101
201978-7,58,1403,4101
201979-5,58,1403,4101
201980-9,58,1403,4101
201981-7,58,1403,4101
201982-5,58,1403,4101
201983-3,58,1403,4101
201984-1,58,1403,4101
201985-K,58,1403,4101
201986-8,58,1403,4101
201987-6,58,1403,4101
201988-4,58,1403,4101
201989-2,58,1403,4101
201990-6,58,1403,4101
201991-4,58,1403,4101
201992-2,58,1403,4101
201993-0,58,1403,4101
201994-9,58,1403,4101
201995-7,58,1403,4101
201996-5,58,1403,4101
201997-3,58,1403,4101
201998-1,58,1403,4101
201999-K,58,1403,4101
202000-9,58,1403,4101
202001-7,58,1403,4101
202002-5,58,1403,4101
202003-3,58,1403,4101
202004-1,58,1403,4101
202005-K,58,1403,4101
202006-8,58,1403,4101
202007-6,58,1403,4101
202008-4,58,1403,4101
202009-2,58,1403,4101
202010-6,58,1403,4101
202011-4,58,1403,4101
202012-2,58,1403,4101
202013-0,58,1403,4101
202014-9,58,1403,4101
202015-7,58,1403,4101
202016-5,58,1403,4101
202017-3,58,1403,4101
202018-1,58,1403,4101
202019-K,58,1403,4101
202020-3,58,1403,4101
202021-1,58,1403,4101
202022-K,58,1403,4101
202023-8,58,1403,4101
202024-6,58,1403,4101
202025-4,58,1403,4101
202026-2,58,1403,4101
202027-0,58,1403,4101
202028-9,58,1403,4101
202029-7,58,1403,4101
202030-0,58,1403,4101
202031-9,58,1403,4101
202032-7,58,1403,4101
202033-5,58,1403,4101
202034-3,58,1403,4101
202035-1,58,1403,4101
202036-K,58,1403,4101
202037-8,58,1403,4101
202038-6,58,1403,4101
202039-4,58,1403,4101
202040-8,58,1403,4101
202041-6,58,1403,4101
202042-4,58,1403,4101
202043-2,58,1403,4101
202044-0,58,1403,4101
202045-9,58,1403,4101
202046-7,58,1403,4101
202047-5,58,1403,4101
202048-3,58,1403,4101
202049-1,58,1403,4101
202050-5,58,1403,4101
202051-3,58,1403,4101
202052-1,58,1403,4101
202053-K,58,1403,4101
202054-8,58,1403,4101
202055-6,58,1403,4101
202056-4,58,1403,4101
202057-2,58,1403,4101
202058-0,58,1403,4101
202059-9,58,1403,4101
202060-2,58,1403,4101
202061-0,58,1403,4101
202062-9,58,1403,4101
202063-7,58,1403,4101
202064-5,58,1403,4101
202065-3,58,1403,4101
202066-1,58,1403,4101
202067-K,58,1403,4101
202068-8,58,1403,4101
202069-6,58,1403,4101
