IDFolio,IDPersona,AgnoNacimiento,IDSexo,IDRelacionJefeHogar,IDEstudios,IDLugarEstudios,IDTituloProfesional,IDActividad,trabajaEnCasa,frecuenciaTrabajoCasaId,IDJornadaTrabajo,IngresoLiquido,IDTipoIngreso,Observaciones,EfectuaViajes,NumeroViajes,Factor,noviaja,ademasTrabaja,ademasEstudia
5030008,2,1950,2,1,7,0,1,4,0,0,1,1000000,1,,1,5,35.92510290747619,0,0,0
5030008,3,1985,2,2,5,0,0,4,0,0,2,160000,1,,1,8,35.92510290747619,0,0,1
5030008,4,1951,2,6,4,0,0,6,0,0,2,90000,1,jubilacion,1,2,35.92510290747619,0,0,0
5030018,1,1982,1,0,4,0,0,4,1,2,1,90000,1,,1,4,35.92510290747619,0,0,0
5030018,2,1989,2,1,5,7,0,14,0,0,0,0,0,"paga pasaje adulto para itrasladar a su hija
eliminar el ultimo viaje erroneo
no",1,7,35.92510290747619,0,0,0
5030018,3,2010,2,2,2,2,0,14,0,0,0,0,0,es menor  de edad,1,2,35.92510290747619,0,0,0
5030018,4,1958,1,3,4,0,0,3,1,1,2,250000,1,sin movimientos enfermedad,0,0,35.92510290747619,0,0,0
5030018,5,1948,2,3,5,0,1,9,0,0,0,0,0,no recibe ingresos,1,4,35.92510290747619,0,0,0
5030018,6,1991,1,3,4,0,0,4,0,0,1,30000,1,Sin Observación,0,0,35.92510290747619,0,0,0
6003001,1,1984,1,0,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,26.850209979639555,0,0,0
6003001,2,1984,1,4,6,6,0,14,0,0,0,0,0,Sin Observación,0,0,26.850209979639555,0,0,0
6003004,1,1973,2,0,4,0,0,11,0,0,0,30000,1,Sin Observación,1,2,26.850209979639555,0,1,0
6003004,2,1969,1,1,4,0,0,5,0,0,1,160000,1,Sin Observación,1,4,26.850209979639555,0,0,0
6003004,3,2000,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,26.850209979639555,0,0,0
6003004,4,2012,1,2,1,0,0,13,0,0,0,0,0,Sin Observación,0,0,26.850209979639555,0,0,0
6003004,5,2012,2,2,1,0,0,13,0,0,0,0,0,Sin Observación,0,0,26.850209979639555,0,0,0
6003004,6,1922,2,3,3,0,0,9,0,0,0,30000,1,Sin Observación,0,0,26.850209979639555,0,0,0
6003005,1,1944,1,0,5,0,1,9,0,0,0,160000,1,Sin Observación,1,6,26.850209979639555,0,0,0
6003005,2,1944,2,1,5,0,1,9,0,0,0,160000,1,Sin Observación,0,0,26.850209979639555,0,0,0
6003007,1,1933,1,0,3,0,0,9,0,0,0,90000,1,Sin Observación,0,0,26.850209979639555,0,0,0
6003007,2,1936,2,1,3,0,0,11,0,0,0,0,0,Sin Observación,1,2,26.850209979639555,0,0,0
6003007,3,1964,2,2,4,0,0,13,0,0,0,0,0,Sin Observación,0,0,26.850209979639555,0,0,0
6003007,4,1973,1,2,4,0,0,4,0,0,1,250000,1,Sin Observación,1,2,26.850209979639555,0,0,0
6003007,5,1975,2,2,5,0,1,4,0,0,1,250000,1,Sin Observación,1,2,26.850209979639555,0,0,0
6003007,6,1996,1,3,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,26.850209979639555,0,0,0
6003011,1,1958,1,0,4,0,0,3,1,1,1,325000,1,Sin Observación,1,2,26.850209979639555,0,0,0
6003013,1,1955,2,0,5,0,1,3,0,0,3,325000,1,Sin Observación,1,3,26.850209979639555,0,0,0
6003013,2,1990,1,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,26.850209979639555,0,0,0
6003013,3,1994,1,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,5,26.850209979639555,0,0,0
6003013,4,1988,1,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,26.850209979639555,0,0,0
6003015,1,1992,2,0,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,26.850209979639555,0,0,0
6003015,2,1991,2,3,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,26.850209979639555,0,0,0
6003015,3,1990,1,4,6,6,0,14,0,0,0,0,0,Sin Observación,1,5,26.850209979639555,0,0,0
6018016,1,1970,2,0,7,0,1,1,0,0,1,450000,1,Sin Observación,1,5,26.850209979639555,0,0,1
6018022,1,1951,1,0,7,0,1,1,0,0,1,700000,1,Sin Observación,1,2,26.850209979639555,0,0,0
6018024,1,1946,2,0,4,0,0,3,0,0,1,375000,1,Sin Observación,1,2,26.850209979639555,0,0,0
6018029,1,1965,2,0,5,0,1,4,0,0,1,250000,1,Sin Observación,1,2,26.850209979639555,0,0,0
6018030,1,1981,1,0,7,0,1,3,0,0,1,325000,1,Sin Observación,1,4,26.850209979639555,0,0,0
7002009,1,1945,1,0,4,0,0,9,0,0,0,160000,1,Sin Observación,1,2,28.881902426170143,0,0,0
7002009,2,1958,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,5,28.881902426170143,0,0,0
7002009,3,1980,1,2,5,0,0,4,0,0,1,160000,1,Sin Observación,1,4,28.881902426170143,0,0,0
7002009,4,1993,2,2,5,7,0,14,0,0,0,0,0,Sin Observación,1,3,28.881902426170143,0,0,0
7002014,1,1972,1,0,5,0,1,4,0,0,1,375000,1,Sin Observación,1,6,28.881902426170143,0,0,0
7002014,2,1990,1,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,6,28.881902426170143,0,0,0
7002014,3,1998,1,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,4,28.881902426170143,0,0,0
7002016,1,1949,1,0,6,0,0,9,0,0,0,250000,1,Sin Observación,0,0,28.881902426170143,0,1,0
7002016,2,1949,2,1,7,0,1,9,0,0,0,145000,1,Sin Observación,1,3,28.881902426170143,0,0,0
7002016,3,1981,2,2,7,0,1,12,0,0,0,0,0,Sin Observación,0,0,28.881902426170143,0,0,0
7002016,4,1956,2,3,3,0,0,4,0,0,1,325000,1,Sin Observación,1,8,28.881902426170143,0,0,0
7002018,1,1984,1,0,7,0,1,3,1,1,1,450000,1,Sin Observación,1,6,28.881902426170143,0,0,0
7002018,2,1985,2,1,7,0,1,4,1,1,1,450000,1,Sin Observación,1,4,28.881902426170143,0,0,0
7002019,1,1952,2,0,5,0,1,11,0,0,0,90000,1,Sin Observación,1,2,28.881902426170143,0,0,0
7002019,2,1993,1,2,6,6,0,14,0,0,0,0,0,Sin Observación,0,0,28.881902426170143,0,0,0
7002023,1,1964,2,0,4,0,0,4,1,3,2,250000,1,Sin Observación,1,4,28.881902426170143,0,0,0
7002023,2,1986,1,2,7,0,1,4,0,0,1,250000,1,Sin Observación,1,4,28.881902426170143,0,0,0
7002023,3,1991,2,2,6,6,0,14,0,0,0,30000,1,Sin Observación,1,4,28.881902426170143,0,1,0
7002024,1,1976,1,0,5,0,1,4,0,0,1,700000,1,Sin Observación,1,4,28.881902426170143,0,0,0
7002026,1,1946,1,0,4,0,0,3,0,0,1,450000,1,Sin Observación,1,6,28.881902426170143,0,0,0
7002026,2,1948,2,1,3,0,0,3,0,0,2,0,0,Sin Observación,1,4,28.881902426170143,0,0,0
7002026,3,1977,1,2,4,0,0,12,0,0,0,0,0,Sin Observación,1,2,28.881902426170143,0,0,0
7002026,4,1981,2,2,4,0,0,13,0,0,0,0,0,Sin Observación,0,0,28.881902426170143,0,0,0
7002028,1,1952,2,0,7,0,1,9,0,0,0,325000,1,Sin Observación,1,5,28.881902426170143,0,0,0
7002028,2,1985,1,2,5,0,0,13,0,0,0,0,0,Sin Observación,1,3,28.881902426170143,0,0,0
7002028,3,1983,1,2,5,0,0,12,0,0,0,0,0,Sin Observación,0,0,28.881902426170143,0,0,0
7019004,1,1947,1,0,7,0,1,2,0,0,1,1200001,1,Sin Observación,1,2,28.881902426170143,0,0,0
7019004,2,1951,2,1,7,0,1,11,0,0,0,0,0,Sin Observación,1,2,28.881902426170143,0,0,0
7019004,3,1984,1,2,7,0,0,3,0,0,3,250000,1,Sin Observación,1,2,28.881902426170143,0,0,0
7019004,4,1986,1,2,7,0,0,4,0,0,3,250000,1,Sin Observación,1,2,28.881902426170143,0,0,0
7019009,1,1954,1,0,7,0,1,4,0,0,1,1200001,1,Sin Observación,1,2,28.881902426170143,0,0,0
7019009,2,1961,2,1,7,0,1,4,0,0,1,1200001,1,Sin Observación,1,3,28.881902426170143,0,0,0
7019009,3,1987,1,2,3,0,0,4,0,0,1,160000,1,persona con discapacidad,1,2,28.881902426170143,0,0,0
7019009,4,1998,2,2,4,4,0,14,0,0,0,0,0,,0,0,28.881902426170143,0,0,0
7019021,1,1962,1,0,7,0,1,3,0,0,1,1200001,1,Sin Observación,1,6,28.881902426170143,0,0,0
7019021,2,1963,2,1,7,0,1,4,0,0,1,700000,1,Sin Observación,1,5,28.881902426170143,0,0,0
7019021,3,1992,2,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,6,28.881902426170143,0,0,0
7019028,1,1960,2,0,7,0,1,4,0,0,1,1200001,1,Sin Observación,1,3,28.881902426170143,0,0,0
7019900,1,1963,1,0,7,0,1,3,0,0,1,1200001,1,Sin Observación,1,2,28.881902426170143,0,0,0
7019900,2,1970,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,5,28.881902426170143,0,0,0
7019900,3,2000,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,0,0,28.881902426170143,0,0,0
7019900,4,2002,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,28.881902426170143,0,0,0
7025003,1,1935,1,0,3,0,0,3,0,0,3,700000,1,Sin Observación,1,2,28.881902426170143,0,0,0
7025003,2,1940,2,1,3,0,0,11,0,0,0,0,0,Sin Observación,0,0,28.881902426170143,0,0,0
7025003,3,1965,2,2,5,0,1,4,0,0,1,700000,1,Sin Observación,1,4,28.881902426170143,0,0,0
7025009,1,1931,1,0,4,0,0,9,0,0,0,450000,1,Sin Observación,0,0,28.881902426170143,0,0,0
7025009,2,1930,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,0,0,28.881902426170143,0,0,0
7025009,3,1960,1,2,7,0,1,4,0,0,1,30000,1,Sin Observación,0,0,28.881902426170143,0,0,0
7025011,1,1950,1,0,4,0,0,4,0,0,1,700000,1,Sin Observación,1,4,28.881902426170143,0,0,0
7025011,2,1944,2,1,6,0,0,11,0,0,0,0,0,,1,2,28.881902426170143,0,0,0
7025011,3,1921,2,3,3,0,0,9,0,0,0,90000,1,Sin Observación,0,0,28.881902426170143,0,0,0
7025012,1,1969,2,0,7,0,1,4,0,0,1,1000000,1,Sin Observación,1,2,28.881902426170143,0,0,0
7025012,2,1964,1,1,6,0,0,3,0,0,1,700000,1,Sin Observación,1,4,28.881902426170143,0,0,0
7025012,3,1997,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,28.881902426170143,0,0,0
7025012,4,2000,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,28.881902426170143,0,0,0
7025016,1,1936,2,0,7,0,1,9,0,0,0,160000,1,Sin Observación,1,2,28.881902426170143,0,0,0
7025016,2,1926,1,3,4,0,0,9,0,0,0,160000,1,Sin Observación,0,0,28.881902426170143,0,0,0
7033001,1,1952,1,0,7,0,1,3,0,0,1,1000000,1,Sin Observación,1,5,28.881902426170143,0,0,0
7033001,2,1952,2,1,7,0,1,4,0,0,1,700000,1,Sin Observación,1,5,28.881902426170143,0,0,0
7033002,1,1975,2,0,5,0,1,4,0,0,1,700000,1,Sin Observación,1,2,28.881902426170143,0,0,0
7033002,2,1994,1,2,4,0,0,12,0,0,0,0,0,Sin Observación,1,4,28.881902426170143,0,0,0
7033002,3,1992,1,3,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,28.881902426170143,0,0,0
7033003,1,1985,1,0,7,0,1,4,0,0,1,700000,1,Sin Observación,1,4,28.881902426170143,0,0,0
7033003,2,1982,2,1,7,0,1,4,0,0,1,450000,1,Sin Observación,1,2,28.881902426170143,0,0,0
7033003,3,2000,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,28.881902426170143,0,0,0
7039005,1,1962,1,0,7,0,1,4,0,0,1,1000000,1,Sin Observación,1,2,28.881902426170143,0,0,0
7039005,2,1959,2,1,7,0,1,4,0,0,1,1000000,1,Sin Observación,1,2,28.881902426170143,0,0,0
7039005,3,1991,2,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,28.881902426170143,0,0,0
7039007,1,1974,1,0,7,0,1,4,0,0,1,1000000,1,,1,4,28.881902426170143,0,0,0
7039007,2,1979,2,1,7,0,1,2,0,0,1,700000,1,post natal,0,0,28.881902426170143,0,0,0
7039007,3,2013,2,2,1,0,0,13,0,0,0,0,0,,0,0,28.881902426170143,0,0,0
7039016,1,1929,1,0,4,0,0,9,0,0,0,1000000,1,Sin Observación,1,2,28.881902426170143,0,0,0
7039016,2,1933,2,1,7,0,1,9,0,0,0,325000,1,Sin Observación,1,2,28.881902426170143,0,0,0
7039020,1,1969,1,0,5,0,1,4,0,0,1,450000,1,Sin Observación,1,2,28.881902426170143,0,0,0
7039020,2,1965,2,1,5,0,1,4,0,0,1,550000,1,Sin Observación,1,2,28.881902426170143,0,0,0
7039020,3,2000,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,28.881902426170143,0,0,0
7039021,1,1948,2,0,7,0,1,9,0,0,0,1200001,1,,1,2,28.881902426170143,0,0,0
7039021,2,1953,2,6,1,0,0,4,1,1,1,160000,1,,1,2,28.881902426170143,0,0,0
7040003,1,1938,1,0,5,0,1,3,0,0,2,700000,1,Sin Observación,1,2,28.881902426170143,0,0,0
7040003,2,1948,2,1,4,0,0,3,0,0,2,375000,1,Sin Observación,0,0,28.881902426170143,0,0,0
7040003,3,1974,2,2,5,0,1,3,0,0,2,450000,1,Sin Observación,1,3,28.881902426170143,0,0,0
7040003,4,2009,2,3,1,2,0,14,0,0,0,0,0,Sin Observación,0,0,28.881902426170143,0,0,0
7040011,1,1958,1,0,7,0,1,3,0,0,2,700000,1,Sin Observación,1,5,28.881902426170143,0,0,0
7040011,2,1967,2,1,4,0,0,4,0,0,1,375000,1,Sin Observación,1,2,28.881902426170143,0,0,0
7040011,3,1995,1,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,28.881902426170143,0,0,0
7040012,1,1960,1,0,7,0,1,4,0,0,1,1000000,1,Sin Observación,1,3,28.881902426170143,0,0,0
7040012,2,1964,2,1,4,0,0,3,1,3,3,700000,1,Sin Observación,0,0,28.881902426170143,0,0,0
7040012,3,1988,1,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,28.881902426170143,0,0,0
7040012,4,1990,2,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,5,28.881902426170143,0,0,0
7040013,1,1945,2,0,4,0,0,9,0,0,0,0,0,Sin Observación,1,2,28.881902426170143,0,0,0
7040013,2,1923,2,3,3,0,0,9,0,0,0,375000,1,Sin Observación,1,2,28.881902426170143,0,0,0
7040014,1,1975,1,0,7,0,1,3,1,3,2,1000000,1,Sin Observación,1,4,28.881902426170143,0,0,0
7045009,1,1975,1,0,7,0,1,4,0,0,1,1000000,1,Sin Observación,1,4,28.881902426170143,0,0,0
7045009,2,1974,2,1,7,0,1,11,0,0,0,0,0,Sin Observación,1,2,28.881902426170143,0,0,0
7045009,3,2003,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,28.881902426170143,0,0,0
7045009,4,2012,2,2,1,0,0,13,0,0,0,0,0,Sin Observación,0,0,28.881902426170143,0,0,0
7045015,1,1949,2,0,5,0,1,3,1,3,2,550000,1,Sin Observación,1,4,28.881902426170143,0,0,0
7045015,2,1973,2,2,7,0,1,4,1,2,3,450000,1,Sin Observación,1,4,28.881902426170143,0,0,0
7045015,3,1978,2,3,7,0,1,12,0,0,0,0,0,Sin Observación,1,2,28.881902426170143,0,0,0
7045015,4,1951,2,3,4,0,0,3,1,3,2,700000,1,Sin Observación,1,2,28.881902426170143,0,0,0
7045015,5,2005,2,3,3,4,0,14,0,0,0,0,0,Sin Observación,0,0,28.881902426170143,0,0,0
7052014,1,1952,2,0,7,0,1,11,0,0,0,250000,1,ingreso de lo entrega su ex marido,1,5,28.881902426170143,0,0,0
7052014,2,1991,1,2,4,7,0,14,0,0,0,0,0,efectivamente caminó 23 cuadras,1,2,28.881902426170143,0,0,0
7053001,1,1948,1,0,6,0,0,9,0,0,0,250000,1,Sin Observación,1,4,28.881902426170143,0,0,0
7053001,2,1950,2,1,7,0,1,9,0,0,0,250000,1,Sin Observación,1,4,28.881902426170143,0,0,0
7053001,3,1943,2,3,3,0,0,9,0,0,0,250000,1,Sin Observación,0,0,28.881902426170143,0,0,0
7053002,1,1935,1,0,7,0,1,9,0,0,0,325000,1,Sin Observación,1,3,28.881902426170143,0,0,0
7053002,2,1939,2,1,7,0,1,9,0,0,0,250000,1,Sin Observación,1,2,28.881902426170143,0,0,0
7053002,3,1960,1,2,7,0,1,4,0,0,1,700000,1,Sin Observación,1,6,28.881902426170143,0,0,0
7053002,4,1996,1,3,4,4,0,14,0,0,0,0,0,Sin Observación,1,4,28.881902426170143,0,0,0
7053003,1,1948,2,0,7,0,1,11,0,0,0,450000,1,ingreso de arriendo,1,9,28.881902426170143,0,0,0
7053004,1,1958,1,0,5,0,1,3,0,0,1,700000,1,,1,6,28.881902426170143,0,0,0
7053004,2,1954,2,1,7,0,1,4,0,0,1,450000,1,,1,4,28.881902426170143,0,0,0
7053004,3,1985,1,2,7,0,1,4,0,0,1,700000,1,,1,4,28.881902426170143,0,0,0
7053004,4,1990,1,2,6,6,0,14,0,0,0,0,0,,1,4,28.881902426170143,0,0,0
7053004,5,1953,2,3,7,0,1,4,0,0,2,550000,1,,1,2,28.881902426170143,0,0,0
7062005,1,1934,2,0,4,0,0,11,0,0,0,170000,1,Sin Observación,1,4,28.881902426170143,0,0,0
7062006,1,1946,1,0,4,0,0,9,0,0,0,140000,1,Sin Observación,1,8,28.881902426170143,0,0,0
7062006,2,1945,2,1,4,0,0,2,1,3,1,90000,1,Sin Observación,0,0,28.881902426170143,0,0,0
7062009,1,1944,1,0,4,0,0,9,0,0,0,500000,1,Sin Observación,1,6,28.881902426170143,0,0,0
7062009,2,1948,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,2,28.881902426170143,0,0,0
7062010,1,1952,2,0,5,0,1,4,0,0,1,550000,1,Sin Observación,1,2,28.881902426170143,0,0,0
7062010,2,1950,1,1,4,0,0,12,0,0,0,160000,1,Sin Observación,1,5,28.881902426170143,0,0,0
7062012,1,1944,1,0,5,0,1,9,0,0,0,0,0,Sin Observación,1,5,28.881902426170143,0,0,0
7062012,2,1950,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,2,28.881902426170143,0,0,0
7062013,1,1936,2,0,7,0,1,9,0,0,0,250000,1,Sin Observación,0,0,28.881902426170143,0,0,0
7062015,1,1973,2,0,5,0,1,4,0,0,1,375000,1,Sin Observación,1,3,28.881902426170143,0,0,0
7062015,2,1999,2,2,4,4,0,14,0,0,0,0,0,SIN CLASES POR CELEBRACIÓN DEL DÍA DEL PROFESOR,1,4,28.881902426170143,0,0,0
7062015,3,2001,1,2,3,4,0,14,0,0,0,0,0,SIN CLASES POR CELEBRACIÓN DEL DÍA DEL PROFESOR (ESTABLECIMIENTOS MUNICIPALES),1,4,28.881902426170143,0,0,0
7062016,1,1968,2,0,5,0,1,4,0,0,2,184000,1,Sin Observación,1,6,28.881902426170143,0,0,0
7062016,2,1988,2,2,6,6,0,14,0,0,0,30000,1,Sin Observación,1,5,28.881902426170143,0,1,0
7062023,1,1937,1,0,3,0,0,9,0,0,0,80000,1,Sin Observación,1,3,28.881902426170143,0,0,0
7062023,2,1940,2,1,4,0,0,9,0,0,0,140000,1,Sin Observación,1,3,28.881902426170143,0,0,0
7062023,3,1957,2,3,7,0,1,4,0,0,1,450000,1,Sin Observación,1,3,28.881902426170143,0,0,0
8004008,1,1930,2,0,3,0,0,9,0,0,0,90000,1,Sin Observación,0,0,24.444910072088238,0,0,0
8004008,2,1950,1,2,7,0,1,9,0,0,0,250000,1,Sin Observación,0,0,24.444910072088238,0,0,0
8004008,3,1997,2,3,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,24.444910072088238,0,0,0
8004008,4,1989,1,3,6,6,0,14,0,0,0,325000,1,Sin Observación,1,8,24.444910072088238,0,1,0
8004018,1,1983,1,0,4,0,0,3,0,0,2,375000,1,Sin Observación,1,9,24.444910072088238,0,0,0
8004018,2,1983,2,1,5,0,1,4,0,0,1,375000,1,Sin Observación,1,3,24.444910072088238,0,0,0
8004021,1,1924,1,0,3,0,0,9,0,0,0,160000,1,Sin Observación,0,0,24.444910072088238,0,0,0
8004021,2,1929,2,1,3,0,0,11,0,0,0,90000,1,Sin Observación,0,0,24.444910072088238,0,0,0
8004021,3,1959,2,2,4,0,0,4,0,0,1,250000,1,Sin Observación,1,2,24.444910072088238,0,0,0
8004028,1,1954,2,0,4,0,0,4,0,0,2,0,0,Sin Observación,1,2,24.444910072088238,0,0,0
8004028,2,1986,2,3,6,0,0,4,0,0,3,160000,1,Sin Observación,1,6,24.444910072088238,0,0,0
8004028,3,2007,2,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,24.444910072088238,0,0,0
8004028,4,2007,2,3,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,24.444910072088238,0,0,0
8004900,1,1938,1,0,4,0,0,9,0,0,0,450000,1,Sin Observación,1,4,24.444910072088238,0,0,0
8004900,2,1938,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,0,0,24.444910072088238,0,0,0
8004901,1,1986,1,0,5,0,0,4,1,3,1,0,0,Sin Observación,1,2,24.444910072088238,0,0,1
8004902,1,1981,1,0,7,0,1,4,0,0,1,1000000,1,Sin Observación,1,7,24.444910072088238,0,0,0
8013001,1,1936,1,0,5,0,1,9,0,0,0,325000,1,Sin Observación,1,7,24.444910072088238,0,1,0
8013001,2,1938,2,1,6,0,1,9,0,0,0,1200001,1,Sin Observación,1,7,24.444910072088238,0,1,0
8013005,1,1949,2,0,7,0,1,9,0,0,0,1200001,1,Sin Observación,1,3,24.444910072088238,0,0,0
8013005,2,1974,2,2,7,0,1,4,0,0,1,700000,1,Sin Observación,1,2,24.444910072088238,0,0,1
8013006,1,1959,2,0,7,0,1,4,0,0,2,1000000,1,Sin Observación,1,4,24.444910072088238,0,0,0
8013006,2,1958,1,1,4,0,0,13,0,0,0,550000,1,Sin Observación,1,2,24.444910072088238,0,0,0
8013006,3,1985,2,2,7,0,1,3,0,0,1,700000,1,Sin Observación,1,4,24.444910072088238,0,0,0
8013006,4,1981,1,2,7,0,1,4,0,0,1,1200001,1,Sin Observación,1,4,24.444910072088238,0,0,0
8013010,1,1956,2,0,5,0,1,4,0,0,1,375000,1,"Este hogar lo ingrese con otra direccion por error, el real domicilio es Lago Ra",1,4,24.444910072088238,0,0,0
8013010,2,1993,1,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,24.444910072088238,0,0,0
8013014,1,1962,2,0,7,0,1,4,0,0,1,550000,1,Sin Observación,1,7,24.444910072088238,0,0,0
8013014,2,1987,2,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,24.444910072088238,0,0,0
8013014,3,1993,2,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,24.444910072088238,0,0,0
8013014,4,1996,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,2,24.444910072088238,0,0,0
8013014,5,1998,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,4,24.444910072088238,0,0,0
8013014,6,2001,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,4,24.444910072088238,0,0,0
8013014,7,2004,2,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,2,24.444910072088238,0,0,0
8020039,1,1955,2,0,7,0,1,12,0,0,0,0,0,Sin Observación,1,4,24.444910072088238,0,0,0
8020043,1,1963,2,0,5,0,1,1,0,0,2,375000,1,Sin Observación,1,2,24.444910072088238,0,0,0
8020043,2,1959,2,1,5,0,1,11,0,0,0,90000,1,Sin Observación,1,8,24.444910072088238,0,0,0
8020043,3,1990,2,2,7,0,1,12,0,0,0,0,0,Sin Observación,1,4,24.444910072088238,0,0,0
8020043,4,1992,2,2,6,6,0,14,0,0,0,0,0,Sin Observación,1,2,24.444910072088238,0,0,0
8020052,1,1932,2,0,7,0,1,9,0,0,0,0,0,Sin Observación,0,0,24.444910072088238,0,0,0
8020052,2,1934,1,1,7,0,1,9,0,0,0,10,1,Sin Observación,0,0,24.444910072088238,0,1,0
8020054,1,1954,1,0,7,0,1,4,0,0,2,550000,1,Sin Observación,1,6,24.444910072088238,0,0,0
8020054,2,1961,2,1,7,0,1,4,0,0,1,700000,1,Sin Observación,1,5,24.444910072088238,0,0,0
8020900,1,1931,1,0,4,0,0,9,0,0,0,250000,1,Sin Observación,1,2,24.444910072088238,0,0,0
8020900,2,1934,2,1,4,0,0,11,0,0,0,0,0,Sin Observación,1,4,24.444910072088238,0,0,0
8020901,1,1930,1,0,4,0,0,11,0,0,0,90000,1,Sin Observación,1,3,24.444910072088238,0,0,0
8020901,2,1993,1,3,6,0,0,4,0,0,2,160000,1,Sin Observación,1,3,24.444910072088238,0,0,0
8020903,1,1953,1,0,7,0,1,4,0,0,1,550000,1,Sin Observación,1,2,24.444910072088238,0,0,0
8020903,2,1944,1,1,7,0,1,9,0,0,0,250000,1,Sin Observación,1,6,24.444910072088238,0,0,0
8020904,1,1934,2,0,7,0,1,9,0,0,0,250000,1,Sin Observación,1,2,24.444910072088238,0,0,0
8020904,2,1928,1,1,4,0,0,9,0,0,0,90000,1,Sin Observación,0,0,24.444910072088238,0,0,0
8020905,1,1977,2,0,7,0,1,4,0,0,1,550000,1,Sin Observación,1,7,24.444910072088238,0,0,0
8020905,2,1975,1,1,6,0,0,4,0,0,1,450000,1,Sin Observación,1,3,24.444910072088238,0,0,0
8020905,3,2004,1,2,3,4,0,14,0,0,0,0,0,Sin Observación,1,3,24.444910072088238,0,0,0
8020905,4,2010,2,2,2,2,0,14,0,0,0,0,0,Sin Observación,1,2,24.444910072088238,0,0,0
8020906,1,1956,1,0,4,0,0,2,0,0,1,1000000,1,Sin Observación,1,4,24.444910072088238,0,0,0
8020906,2,1956,2,1,6,0,0,11,0,0,0,300000,1,Sin Observación,1,6,24.444910072088238,0,0,0
8020906,3,1984,1,2,7,0,1,4,0,0,1,1000000,1,Sin Observación,1,4,24.444910072088238,0,0,0
8020906,4,1997,2,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,6,24.444910072088238,0,0,0
8020906,5,1987,2,4,6,0,0,4,0,0,2,160000,1,Sin Observación,1,9,24.444910072088238,0,0,1
8032006,1,1959,2,0,3,0,0,4,0,0,1,160000,1,Sin Observación,1,3,24.444910072088238,0,0,0
8032006,2,1989,1,2,4,0,0,4,0,0,1,250000,1,Sin Observación,0,0,24.444910072088238,0,0,0
8032006,3,1969,1,3,5,0,1,2,0,0,1,700000,1,Sin Observación,1,3,24.444910072088238,0,0,0
8032008,1,1978,1,0,5,0,1,3,1,1,1,160000,1,Sin Observación,1,6,24.444910072088238,0,0,1
8032008,2,1997,1,2,4,4,0,14,0,0,0,0,0,Sin Observación,1,4,24.444910072088238,0,0,0
8032012,1,1995,2,0,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,24.444910072088238,0,0,0
8032012,2,1994,2,4,6,6,0,14,0,0,0,0,0,Sin Observación,0,0,24.444910072088238,0,0,0
8032012,3,1993,2,4,6,6,0,14,0,0,0,0,0,Sin Observación,1,4,24.444910072088238,0,0,0
8032014,1,1962,1,0,4,0,0,3,0,0,1,90000,1,Sin Observación,1,7,24.444910072088238,0,0,0
8032016,1,1973,1,0,4,0,0,4,0,0,1,250000,1,Sin Observación,1,2,24.444910072088238,0,0,0
